0.372,0.201,1.38,0.607
0.667,1.015,2.372967724,1.225
0.783,-6.230291351,-1.394,1.092
0.684,0.7,0.627,1.509
0.582,0.822,0.935,0.999
0.655,1.302,0.826,0.76
0.476,0.636,0.627,0.636
0.108,0.488,1.4,1.829
0.664,1.281,0.822,-33.31090144
1.162,0.597,0.528,3.00789699
