1.124,1.143,1.35,1.509
0.505,0.691,0.85,1.2
0.688,0.748,0.66,0.978
0.776,0.699,1.125,1.523
1.009,1.003,1.092,1.022
0.755,1.249,1.302,1.652
1.346,1.22,1.3,1.442
0.72,0.889,1.219,1.287
0.493,0.708,0.78,0.774
0.844,1.116,0.998,1.195
