0.619,0.537,0.585,0.693
0.519,0.721,0.867,1.04
0.494,0.853,0.838,1.1
0.359,0.526,0.735,0.749
0.412,0.589,0.627,0.899
0.523,0.792,1.008,1.006
0.265,0.552,0.557,0.724
0.65,0.579,0.805,0.729
0.595,0.721,0.626,0.921
0.644,0.646,0.742,0.889
