0.25017,0.13898,0.40171,0.508
0.31744,0.2656,0.5871,0.90346
0.4982,0.8402,0.776,0.919
-0.16877,0.43886,0.13818,0.79029
0.31588,0.39354,0.73718,0.86572
0.2653,0.57438,0.85907,1.0748
0.024746,0.27717,0.10574,0.71568
0.43766,0.41062,0.64266,0.66455
0.48225,0.52165,0.40036,0.31928
0.54842,0.66658,0.6178,0.67493
